Median_D492	Median_D492_Her2	Median_D492M	D492_1	D492_2	D492_3	D492_Her2_1	D492_Her2_2	D492_Her2_3	Coefficient of variation_D492	Coefficient of variation_D492_Her2	Protein ID_total	Protein ID_R1	Protein Names_R1	Gene Name (GN)_R1	Protein ID_R2	Protein Names_R2	Gene Name (GN)_R2	Protein ID_R3	Protein Names_R3	Gene Name (GN)_R3
1.14653921127319	-0.454585313796997	-0.691953837871552	2.073499918	2.24029994	2.025599957	1.138599992	1.136399984	1.259899974	0.053334873	0.059981521	A0A0S2Z4B5	A0A0S2Z4B5	Serine/threonine-protein phosphatase (Fragment)	PPP3CA	A0A0S2Z4B5	Serine/threonine-protein phosphatase (Fragment)	PPP3CA	A0A0S2Z4B5	Serine/threonine-protein phosphatase (Fragment)	PPP3CA
1.07026278972626	-0.159760773181915	-0.910502076148987	1.70480001	1.98360002	2.023600101	1.372799993	1.240499973	1.490399957	0.091212058	0.091397056	A0A024R688	A0A024R688	Menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis), isoform CRA_a	MNAT1	A0A024R688	Menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis), isoform CRA_a	MNAT1	A0A024R688	Menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis), isoform CRA_a	MNAT1
1.09071803092957	-0.21710504591465	-0.873612940311432	2.387300014	2.172600031	2.018199921	1.510400057	1.391899943	1.322100043	0.084539227	0.067602856	A0A024R542	A0A024R542	Tankyrase 1 binding protein 1, 182kDa, isoform CRA_a	TNKS1BP1	A0A024R542	Tankyrase 1 binding protein 1, 182kDa, isoform CRA_a	TNKS1BP1	A0A024R542	Tankyrase 1 binding protein 1, 182kDa, isoform CRA_a	TNKS1BP1
0.650494873523712	0.500974237918854	-1.15146911144257	NaN	1.980700016	2.004199982	NaN	1.829699993	1.990499973	0.008339976	0.059527123	O94973				O94973	AP-2 complex subunit alpha-2	AP2A2	O94973	AP-2 complex subunit alpha-2	AP2A2
1.12853705883026	-0.352601259946823	-0.775935828685761	2.082400084	2.07249999	2.003999949	1.238399982	1.262199998	1.218199968	0.02079642	0.017767463	Q8N3F8	Q8N3F8	MICAL-like protein 1	MICALL1	Q8N3F8	MICAL-like protein 1	MICALL1	Q8N3F8	MICAL-like protein 1	MICALL1
0.689125537872314	0.457827061414719	-1.14695262908936	2.220299959	2.103399992	2.003299952	1.964400053	2.007600069	1.914100051	0.051497552	0.023850214	A0A024RCC9	A0A024RCC9	Nucleosome assembly protein 1-like 4, isoform CRA_b	NAP1L4	A0A024RCC9	Nucleosome assembly protein 1-like 4, isoform CRA_b	NAP1L4	A0A024RCC9	Nucleosome assembly protein 1-like 4, isoform CRA_b	NAP1L4
1.13278234004974	-0.372476160526276	-0.760306239128113	2.213200092	1.949800014	1.998700023	1.204599977	1.145400047	1.217800021	0.068215467	0.032422229	P07384	P07384	Calpain-1 catalytic subunit	CAPN1	P07384	Calpain-1 catalytic subunit	CAPN1	P07384	Calpain-1 catalytic subunit	CAPN1
0.940116345882416	0.110575951635838	-1.05069231987	1.90139997	1.734200001	1.995800018	1.52579999	1.481999993	1.640499949	0.070574382	0.052825911	F5H442	F5H442	Tumor susceptibility gene 101 protein	TSG101	F5H442	Tumor susceptibility gene 101 protein	TSG101	F5H442	Tumor susceptibility gene 101 protein	TSG101
1.12094986438751	-0.320467382669449	-0.800482451915741	1.98029995	1.924000025	1.994500041	1.18599999	1.331599951	1.244899988	0.018962955	0.05839812	Q9HAU0	Q9HAU0	Pleckstrin homology domain-containing family A member 5	PLEKHA5	Q9HAU0	Pleckstrin homology domain-containing family A member 5	PLEKHA5	Q9HAU0	Pleckstrin homology domain-containing family A member 5	PLEKHA5
1.09905648231506	-0.242842450737953	-0.856213986873627	2.129600048	1.982200027	1.988199949	1.309999943	1.368299961	1.216799974	0.041027887	0.058856278	A0A024RBV5	A0A024RBV5	RAB9A, member RAS oncogene family, isoform CRA_a	RAB9A	A0A024RBV5	RAB9A, member RAS oncogene family, isoform CRA_a	RAB9A	A0A024RBV5	RAB9A, member RAS oncogene family, isoform CRA_a	RAB9A
1.05405831336975	-0.118714481592178	-0.93534380197525	NaN	2.201499939	1.985399961	NaN	1.487200022	1.41050005	0.072992316	0.037433184	B0AZU0				B0AZU0	cDNA, FLJ79530, highly similar to Homo sapiens O-acyltransferase (membrane bound) domain containing 2 (OACT2), mRNA		B0AZU0	cDNA, FLJ79530, highly similar to Homo sapiens O-acyltransferase (membrane bound) domain containing 2 (OACT2), mRNA	
0.523048222064972	0.630000054836273	-1.15304827690125	1.977900028	1.963600039	1.981099963	2.125299931	1.95539999	2.040299892	0.004720004	0.041635343	Q6ICQ8	Q6ICQ8	ARHG protein (Fragment)	ARHG	Q6ICQ8	ARHG protein (Fragment)	ARHG	Q6ICQ8	ARHG protein (Fragment)	ARHG
1.14916372299194	-0.476771056652069	-0.672392725944519	2.257400036	2.072700024	1.980200052	1.098500013	1.26030004	1.115200043	0.067096219	0.076845447	A8ASI8	A8ASI8	BH3 interacting domain death agonist, isoform CRA_d	BID	A8ASI8	BH3 interacting domain death agonist, isoform CRA_d	BID	A8ASI8	BH3 interacting domain death agonist, isoform CRA_d	BID
1.15454983711243	-0.593432426452637	-0.56111741065979	2.108299971	1.982200027	1.976099968	1.116999984	0.977699995	0.98150003	0.036903929	0.07738508	B4DV28	B4DV28	cDNA FLJ54170, highly similar to Cytosolic nonspecific dipeptidase		B4DV28	cDNA FLJ54170, highly similar to Cytosolic nonspecific dipeptidase		B4DV28	cDNA FLJ54170, highly similar to Cytosolic nonspecific dipeptidase	
1.05019390583038	-0.109381265938282	-0.940812647342682	1.791200042	1.753800035	1.963799953	1.182100058	1.33039999	1.357499957	0.061003633	0.073194882	A8K6H9	A8K6H9	cDNA FLJ75876, highly similar to Homo sapiens solute carrier family 38, member 2 (SLC38A2), mRNA		A8K6H9	cDNA FLJ75876, highly similar to Homo sapiens solute carrier family 38, member 2 (SLC38A2), mRNA		A8K6H9	cDNA FLJ75876, highly similar to Homo sapiens solute carrier family 38, member 2 (SLC38A2), mRNA	
1.14969897270203	-0.481875836849213	-0.667823195457459	2.052700043	1.8671	1.961799979	1.101999998	1.098399997	1.047199965	0.047337376	0.028315507	Q96HE7	Q96HE7	ERO1-like protein alpha	ERO1A	Q96HE7	ERO1-like protein alpha	ERO1A	Q96HE7	ERO1-like protein alpha	ERO1A
1.13345766067505	-0.375796169042587	-0.757661521434784	1.768599987	1.764000058	1.960700035	1.247300029	1.089699984	1.155200005	0.061307663	0.068014379	A0A024RDJ4	A0A024RDJ4	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (P105), isoform CRA_b	NFKB1	A0A024RDJ4	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (P105), isoform CRA_b	NFKB1	A0A024RDJ4	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (P105), isoform CRA_b	NFKB1
1.14774835109711	-0.464305996894836	-0.683442413806915	1.797199965	1.742599964	1.951599956	1.129899979	1.084699988	1.095399976	0.059219097	0.021408983	A0A024R101	A0A024R101	Spermatogenesis associated, serine-rich 2, isoform CRA_a	SPATS2	A0A024R101	Spermatogenesis associated, serine-rich 2, isoform CRA_a	SPATS2	A0A024R101	Spermatogenesis associated, serine-rich 2, isoform CRA_a	SPATS2
1.10630178451538	-0.266668200492859	-0.839633524417877	1.984699965	1.809200048	1.942800045	1.27760005	1.403100014	1.241400003	0.047931317	0.064909299	A0A0S2Z5U1	A0A0S2Z5U1	NADH dehydrogenase 1 alpha subcomplex assembly factor 2 isoform 1 (Fragment)	NDUFAF2	A0A0S2Z5U1	NADH dehydrogenase 1 alpha subcomplex assembly factor 2 isoform 1 (Fragment)	NDUFAF2	A0A0S2Z5U1	NADH dehydrogenase 1 alpha subcomplex assembly factor 2 isoform 1 (Fragment)	NDUFAF2
0.0595525316894054	0.968892931938171	-1.02844548225403	1.755699992	1.995100021	1.942100048	2.474400043	2.817399979	2.729500055	0.066262554	0.066633544	Q9NPQ8-4	Q9NPQ8-4	Isoform 4 of Synembryn-A	RIC8A	Q9NPQ8-4	Isoform 4 of Synembryn-A	RIC8A	Q9NPQ8-4	Isoform 4 of Synembryn-A	RIC8A
0.853391051292419	0.246945887804031	-1.10033690929413	1.761100054	1.873700023	1.934399962	1.620000005	1.563199997	1.602499962	0.047368924	0.018234878	Q9H4K7	Q9H4K7	Mitochondrial ribosome-associated GTPase 2	MTG2	Q9H4K7	Mitochondrial ribosome-associated GTPase 2	MTG2	Q9H4K7	Mitochondrial ribosome-associated GTPase 2	MTG2
1.12886726856232	-0.354091256856918	-0.774776041507721	2.304699898	2.06340003	1.932700038	1.189200044	1.258599997	1.235000014	0.089855379	0.028744543	Q86TY5	Q86TY5	Galectin		Q86TY5	Galectin		Q86TY5	Galectin	
1.04126024246216	-0.0883884876966476	-0.952871739864349	1.7852	2.009200096	1.924999952	1.363800049	1.401000023	1.595399976	0.059347617	0.085574677	Q8N995	Q8N995	3-hydroxy-3-methylglutaryl coenzyme A synthase		Q8N995	3-hydroxy-3-methylglutaryl coenzyme A synthase		Q8N995	3-hydroxy-3-methylglutaryl coenzyme A synthase	
1.11380624771118	-0.293129026889801	-0.820677220821381	2.007699966	1.773300052	1.921499968	1.251299977	1.120300055	1.263100028	0.062371953	0.065418706	V9HW65	V9HW65	Annexin	HEL-S-270	V9HW65	Annexin	HEL-S-270	V9HW65	Annexin	HEL-S-270
1.12778568267822	-0.349242955446243	-0.778542757034302	NaN	1.855900049	1.906999946	NaN	1.241999984	1.154999971	0.019204913	0.051329412	Q9Y343-2	Q9Y343-2	Isoform 2 of Sorting nexin-24	SNX24	Q9Y343-2	Isoform 2 of Sorting nexin-24	SNX24	Q9Y343-2	Isoform 2 of Sorting nexin-24	SNX24
0.623921036720276	0.529491782188416	-1.15341281890869	2.261699915	2.087899923	1.90139997	2.210999966	2.030100107	1.878200054	0.086476057	0.081681109	A0A140VK56	A0A140VK56	Transaldolase		A0A140VK56	Transaldolase		A0A140VK56	Transaldolase	
-0.362138509750366	1.1306174993515	-0.76847892999649	2.153700113	2.214900017	1.891299963	6.406099796	6.392000198	5.777699947	0.082385828	0.05794731	A0A024RC61	A0A024RC61	Aminopeptidase	ANPEP	A0A024RC61	Aminopeptidase	ANPEP	A0A024RC61	Aminopeptidase	ANPEP
1.14719951152802	-0.459801495075226	-0.687397956848145	1.934900045	1.844799995	1.889099956	1.110299945	1.25759995	1.056100011	0.023842139	0.091360691	O15091-2	O15091-2	Isoform 2 of Mitochondrial ribonuclease P protein 3	KIAA0391	O15091-2	Isoform 2 of Mitochondrial ribonuclease P protein 3	KIAA0391	O15091-2	Isoform 2 of Mitochondrial ribonuclease P protein 3	KIAA0391
1.10667371749878	-0.838739931583405	-0.26793384552002	1.835399985	1.710299969	1.887400031	0.653100014	0.602299988	0.709299982	0.050263963	0.081726526	Q14TF0	Q14TF0	Glutamate-cysteine ligase	GCLC	Q14TF0	Glutamate-cysteine ligase	GCLC	Q14TF0	Glutamate-cysteine ligase	GCLC
1.15454745292664	-0.560991942882538	-0.593555510044098	1.827499986	NaN	1.863499999	0.984399974	NaN	1.047099948	0.013793473	0.04364812	Q6URC4	Q6URC4	Diaphanous 1					Q6URC4	Diaphanous 1	
0.631297588348389	0.521666884422302	-1.15296447277069	1.904899955	2.038100004	1.854500055	1.849300027	1.986700058	1.780500054	0.049087051	0.056076544	Q9BZZ5-2	Q9BZZ5-2	Isoform 2 of Apoptosis inhibitor 5	API5	Q9BZZ5-2	Isoform 2 of Apoptosis inhibitor 5	API5	Q9BZZ5-2	Isoform 2 of Apoptosis inhibitor 5	API5
1.15457439422607	-0.592071354389191	-0.562502980232239	1.812999964	1.642799973	1.832299948	0.971099973	0.986000001	1.096899986	0.059161447	0.067519004	Q8TBX8	Q8TBX8	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	PIP4K2C	Q8TBX8	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	PIP4K2C	Q8TBX8	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	PIP4K2C
1.15201318264008	-0.507822036743164	-0.644191145896912	1.90320003	1.882500052	1.818400025	1.067000031	1.118999958	1.065500021	0.02366781	0.028108031	O00425	O00425	Insulin-like growth factor 2 mRNA-binding protein 3	IGF2BP3	O00425	Insulin-like growth factor 2 mRNA-binding protein 3	IGF2BP3	O00425	Insulin-like growth factor 2 mRNA-binding protein 3	IGF2BP3
0.961866676807404	0.0723381713032722	-1.0342048406601	2.196199894	1.948300004	1.818199992	1.665099978	1.525699973	1.483399987	0.096618067	0.061021703	Q7L5Y1-2	Q7L5Y1-2	Isoform 2 of Mitochondrial enolase superfamily member 1	ENOSF1	Q7L5Y1-2	Isoform 2 of Mitochondrial enolase superfamily member 1	ENOSF1	Q7L5Y1-2	Isoform 2 of Mitochondrial enolase superfamily member 1	ENOSF1
1.06325471401215	-0.141605421900749	-0.921649277210236	2.091799974	NaN	1.816400051	1.372400045	NaN	1.377500057	0.099655674	0.002622825	Q7Z7K0	Q7Z7K0	COX assembly mitochondrial protein homolog	CMC1				Q7Z7K0	COX assembly mitochondrial protein homolog	CMC1
1.12736904621124	-0.34739938378334	-0.779969692230225	1.847300053	1.745800018	1.804700017	1.182500005	1.165300012	1.238100052	0.028326921	0.031833444	Q05209	Q05209	Tyrosine-protein phosphatase non-receptor type 12	PTPN12	Q05209	Tyrosine-protein phosphatase non-receptor type 12	PTPN12	Q05209	Tyrosine-protein phosphatase non-receptor type 12	PTPN12
1.15138912200928	-0.651373028755188	-0.500016152858734	1.82249999	NaN	1.802099943	0.951099992	NaN	0.899999976	0.007959506	0.039039672	Q96C01	Q96C01	Protein FAM136A	FAM136A				Q96C01	Protein FAM136A	FAM136A
1.12225496768951	-0.796516060829163	-0.325738936662674	2.001899958	1.889199972	1.801200032	0.716700017	0.710900009	0.66839999	0.053020552	0.037745686	A8K1C7	A8K1C7	cDNA FLJ75179, highly similar to Homo sapiens leucine rich repeat containing 8 family, member A, mRNA		A8K1C7	cDNA FLJ75179, highly similar to Homo sapiens leucine rich repeat containing 8 family, member A, mRNA		A8K1C7	cDNA FLJ75179, highly similar to Homo sapiens leucine rich repeat containing 8 family, member A, mRNA	
1.11431777477264	-0.819307506084442	-0.295010328292847	1.621199965	1.847300053	1.788400054	0.71450001	0.706700027	0.660000026	0.066936776	0.042484752	Q7Z2W4	Q7Z2W4	Zinc finger CCCH-type antiviral protein 1	ZC3HAV1	Q7Z2W4	Zinc finger CCCH-type antiviral protein 1	ZC3HAV1	Q7Z2W4	Zinc finger CCCH-type antiviral protein 1	ZC3HAV1
1.09069693088531	-0.217042028903961	-0.873654901981354	NaN	1.932999969	1.785400033	NaN	1.23969996	1.334699988	0.056136465	0.052187046	Q0JRZ9-3				Q0JRZ9-3	Isoform 3 of F-BAR domain only protein 2	FCHO2	Q0JRZ9-3	Isoform 3 of F-BAR domain only protein 2	FCHO2
1.117999792099	-0.308885097503662	-0.809114694595337	1.705000043	1.588199973	1.784100056	1.182999969	1.177800059	1.297600031	0.058231414	0.055528694	A0A024QZ77	A0A024QZ77	EF-hand domain family, member D2, isoform CRA_a	EFHD2	A0A024QZ77	EF-hand domain family, member D2, isoform CRA_a	EFHD2	A0A024QZ77	EF-hand domain family, member D2, isoform CRA_a	EFHD2
0.982485413551331	0.0341540612280369	-1.01663947105408	1.90139997	2.127300024	1.779099941	1.421599984	1.473799944	1.547700047	0.091248001	0.042781252	O60783	O60783	28S ribosomal protein S14, mitochondrial	MRPS14	O60783	28S ribosomal protein S14, mitochondrial	MRPS14	O60783	28S ribosomal protein S14, mitochondrial	MRPS14
0.0769791901111603	0.959285736083984	-1.03626489639282	1.915300012	1.835399985	1.776499987	2.505000114	2.497499943	2.251899958	0.037811702	0.059554683	V9HW95	V9HW95	Epididymis secretory protein Li 84	HEL-S-84	V9HW95	Epididymis secretory protein Li 84	HEL-S-84	V9HW95	Epididymis secretory protein Li 84	HEL-S-84
0.291730374097824	0.821693599224091	-1.11342394351959	1.754799962	NaN	1.775599957	2.032000065	NaN	2.075599909	0.008332097	0.015011075	Q14008	Q14008	Cytoskeleton-associated protein 5	CKAP5				Q14008	Cytoskeleton-associated protein 5	CKAP5
1.01811456680298	-0.0372712165117264	-0.980843305587769	1.651000023	1.775900006	1.774099946	1.273499966	1.423400044	1.365399957	0.041298057	0.055820259	A8KA74	A8KA74	cDNA FLJ76065		A8KA74	cDNA FLJ76065		A8KA74	cDNA FLJ76065	
1.08492708206177	-0.200118973851204	-0.88480818271637	1.962299943	1.96420002	1.773800015	1.371999979	1.334499955	1.245300055	0.057567031	0.049408548	Q9UBR2	Q9UBR2	Cathepsin Z	CTSZ	Q9UBR2	Cathepsin Z	CTSZ	Q9UBR2	Cathepsin Z	CTSZ
1.14038944244385	-0.413242876529694	-0.727146625518799	1.670899987	1.728800058	1.773499966	1.073300004	1.122499943	1.147199988	0.02983143	0.033760787	A0A0S2Z3L2	A0A0S2Z3L2	ATPase Ca++ transporting cardiac muscle slow twitch 2 isoform 1 (Fragment)	ATP2A2	A0A0S2Z3L2	ATPase Ca++ transporting cardiac muscle slow twitch 2 isoform 1 (Fragment)	ATP2A2	A0A0S2Z3L2	ATPase Ca++ transporting cardiac muscle slow twitch 2 isoform 1 (Fragment)	ATP2A2
1.1538907289505	-0.53950035572052	-0.61439037322998	1.562299967	1.602100015	1.769799948	1.010400057	1.025500059	1.17809999	0.066955435	0.086593345	Q9NUQ3	Q9NUQ3	Gamma-taxilin	TXLNG	Q9NUQ3	Gamma-taxilin	TXLNG	Q9NUQ3	Gamma-taxilin	TXLNG
1.15088891983032	-0.494258761405945	-0.656630098819733	1.49969995	1.674600005	1.764000058	1.014199972	1.060600042	1.219400048	0.081668917	0.097998107	Q08J23	Q08J23	tRNA (cytosine(34)-C(5))-methyltransferase	NSUN2	Q08J23	tRNA (cytosine(34)-C(5))-methyltransferase	NSUN2	Q08J23	tRNA (cytosine(34)-C(5))-methyltransferase	NSUN2
1.01765024662018	-0.0362883433699608	-0.981361865997314	1.455899954	1.593099952	1.758399963	1.280400038	1.170300007	1.364199996	0.09452139	0.07647394	Q9HC36	Q9HC36	rRNA methyltransferase 3, mitochondrial	MRM3	Q9HC36	rRNA methyltransferase 3, mitochondrial	MRM3	Q9HC36	rRNA methyltransferase 3, mitochondrial	MRM3
1.14194369316101	-0.422737419605255	-0.719206273555756	1.663800001	1.696200013	1.754999995	0.999199986	1.111600041	1.110900044	0.027115807	0.060241247	Q14997	Q14997	Proteasome activator complex subunit 4	PSME4	Q14997	Proteasome activator complex subunit 4	PSME4	Q14997	Proteasome activator complex subunit 4	PSME4
0.250040978193283	0.851252853870392	-1.10129380226135	NaN	1.822999954	1.754199982	NaN	2.119400024	2.159499884	0.027199445	0.013253352	B7Z1J9				B7Z1J9	cDNA FLJ53027, highly similar to Mus musculus Parkinson disease 7 domain containing 1 (Pddc1), mRNA		B7Z1J9	cDNA FLJ53027, highly similar to Mus musculus Parkinson disease 7 domain containing 1 (Pddc1), mRNA	
1.15081584453583	-0.493449509143829	-0.657366335391998	NaN	1.774399996	1.751199961	NaN	1.083199978	1.055099964	0.009306162	0.018584587	Q6DEN2				Q6DEN2	DPYSL3 protein	DPYSL3	Q6DEN2	DPYSL3 protein	DPYSL3
1.12995529174805	-0.359063237905502	-0.770892083644867	1.488800049	1.79460001	1.744500041	1.161299944	1.262300014	1.146600008	0.097863101	0.052926644	D3DTC2	D3DTC2	Acyltransferase like 2, isoform CRA_a	AYTL2	D3DTC2	Acyltransferase like 2, isoform CRA_a	AYTL2	D3DTC2	Acyltransferase like 2, isoform CRA_a	AYTL2
1.12380421161652	-0.332124054431915	-0.791680216789246	1.969699979	1.766100049	1.739199996	1.158699989	1.263700008	1.183799982	0.069059498	0.045614444	P20810-9	P20810-9	Isoform 9 of Calpastatin	CAST	P20810-9	Isoform 9 of Calpastatin	CAST	P20810-9	Isoform 9 of Calpastatin	CAST
1.13136065006256	-0.36563715338707	-0.765723526477814	1.495499969	1.613100052	1.737599969	1.128000021	1.129299998	1.285899997	0.074945144	0.076871739	Q7Z478	Q7Z478	ATP-dependent RNA helicase DHX29	DHX29	Q7Z478	ATP-dependent RNA helicase DHX29	DHX29	Q7Z478	ATP-dependent RNA helicase DHX29	DHX29
1.12086689472198	-0.320135742425919	-0.800731182098389	1.764600039	1.586199999	1.736099958	1.184100032	1.122300029	1.293799996	0.056520112	0.072377395	Q6P3X3	Q6P3X3	Tetratricopeptide repeat protein 27	TTC27	Q6P3X3	Tetratricopeptide repeat protein 27	TTC27	Q6P3X3	Tetratricopeptide repeat protein 27	TTC27
1.13966107368469	-0.40895938873291	-0.730701684951782	1.944800019	1.843500018	1.735299945	1.145099998	1.168200016	1.069800019	0.05690255	0.045629066	P02545	P02545	Prelamin-A/C	LMNA	P02545	Prelamin-A/C	LMNA	P02545	Prelamin-A/C	LMNA
1.14770817756653	-0.463970124721527	-0.683738052845001	1.605100036	NaN	1.731600046	1.064399958	NaN	1.095999956	0.053615256	0.02068559	Q8WX93	Q8WX93	Palladin	PALLD				Q8WX93	Palladin	PALLD
1.14347445964813	-0.432634562253952	-0.710839927196503	1.553799987	NaN	1.720600009	1.077900052	NaN	1.113299966	0.07204094	0.022847316	Q05397-7	Q05397-7	Isoform 7 of Focal adhesion kinase 1	PTK2				Q05397-7	Isoform 7 of Focal adhesion kinase 1	PTK2
1.15439999103546	-0.600013494491577	-0.554386556148529	1.73029995	1.804200053	1.719200015	0.993499994	0.980499983	0.965699971	0.026384291	0.014195041	Q15149	Q15149	Plectin	PLEC	Q15149	Plectin	PLEC	Q15149	Plectin	PLEC
0.710757911205292	0.432731091976166	-1.14348900318146	1.673599958	1.439800024	1.718999982	1.664100051	1.506199956	1.572600007	0.093009683	0.050147701	E9PNW4	E9PNW4	CD59 glycoprotein	CD59	E9PNW4	CD59 glycoprotein	CD59	E9PNW4	CD59 glycoprotein	CD59
0.966234922409058	0.0644157081842422	-1.03065061569214	1.915699959	1.790500045	1.717000008	1.510800004	1.433500051	1.316400051	0.05557496	0.068915894	Q548N1	Q548N1	Vacuolar protein sorting-associated protein 28 homolog	VPS28	Q548N1	Vacuolar protein sorting-associated protein 28 homolog	VPS28	Q548N1	Vacuolar protein sorting-associated protein 28 homolog	VPS28
1.14481270313263	-0.441819846630096	-0.702992916107178	1.851999998	1.695600033	1.716699958	1.182800055	1.101300001	1.096699953	0.04836247	0.042980925	Q9H4A4	Q9H4A4	Aminopeptidase B	RNPEP	Q9H4A4	Aminopeptidase B	RNPEP	Q9H4A4	Aminopeptidase B	RNPEP
0.433723330497742	0.709913969039917	-1.14363729953766	1.749300003	1.76730001	1.711599946	1.863000035	1.880499959	1.906399965	0.01631043	0.011594027	O95373	O95373	Importin-7	IPO7	O95373	Importin-7	IPO7	O95373	Importin-7	IPO7
1.12536716461182	-0.786651432514191	-0.338715732097626	1.838700056	1.909199953	1.707800031	0.704699993	0.762499988	0.743399978	0.056197181	0.039964696	Q9H7D0	Q9H7D0	Dedicator of cytokinesis protein 5	DOCK5	Q9H7D0	Dedicator of cytokinesis protein 5	DOCK5	Q9H7D0	Dedicator of cytokinesis protein 5	DOCK5
1.15060794353485	-0.659422934055328	-0.491185039281845	1.908400059	1.752400041	1.703299999	0.922900021	0.916599989	0.96450001	0.059894031	0.027847089	A0A024R7S3	A0A024R7S3	Clathrin light chain	CLTB	A0A024R7S3	Clathrin light chain	CLTB	A0A024R7S3	Clathrin light chain	CLTB
0.40688219666481	0.732419550418854	-1.13930177688599	1.504799962	1.656399965	1.702399969	1.79460001	1.6875	1.850200057	0.063777414	0.04652626	Q7L2H7	Q7L2H7	Eukaryotic translation initiation factor 3 subunit M	EIF3M	Q7L2H7	Eukaryotic translation initiation factor 3 subunit M	EIF3M	Q7L2H7	Eukaryotic translation initiation factor 3 subunit M	EIF3M
